mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,ANN (n_s=151),151,0,151,113,113,17.36349422196871,23.73418426398097,73.15816726138581
4.56,0.019,ANN (n_s=151),151,0,151,114,114,21.33063314145535,20.160269186301157,105.80529924644782
4.56,0.019,ANN (n_s=151),151,0,151,115,115,22.332080839305405,22.305282781307806,100.12014220245644
4.56,0.019,ANN (n_s=151),151,0,151,116,116,22.734501036047615,25.443310360427954,89.35354996654304
4.56,0.019,ANN (n_s=151),151,0,151,117,117,17.559384356611833,21.68879617974885,80.96062230050043
4.56,0.019,ANN (n_s=151),151,0,151,118,118,16.885402752882168,21.155517058638157,79.81559943006721
4.56,0.019,ANN (n_s=151),151,0,151,119,119,15.386073289998524,19.279051296957512,79.80721173985698
4.56,0.019,ANN (n_s=151),151,0,151,120,120,16.5617694995518,21.559895638698613,76.81748454210744
4.56,0.019,ANN (n_s=151),151,0,151,121,121,19.290945459542925,21.383069251224597,90.21597990867538
4.56,0.019,ANN (n_s=151),151,0,151,122,122,20.167231770002413,21.37762836234466,94.33802210504192
4.56,0.019,ANN (n_s=151),151,0,151,123,123,23.077271598047002,15.722715118468155,146.77663128895634
4.56,0.019,ANN (n_s=151),151,0,151,124,124,20.624743989970206,18.69280617185489,110.33519419371163
4.56,0.019,ANN (n_s=151),151,0,151,125,125,20.028077561244885,21.903760762898887,91.43670704790075
4.56,0.019,ANN (n_s=151),151,0,151,126,126,17.069685859165965,18.909949214485394,90.26827975873277
4.56,0.019,ANN (n_s=151),151,0,151,127,127,13.770872340799496,17.615384112532222,78.1752600614732
4.56,0.019,ANN (n_s=151),151,0,151,128,128,17.065705148075896,19.60508863150677,87.04732464534793
4.56,0.019,ANN (n_s=151),151,0,151,129,129,15.435273043314929,17.859552316526198,86.42586762397184
4.56,0.019,ANN (n_s=151),151,0,151,130,130,16.82776283159146,19.466229585289682,86.44592810262513
4.56,0.019,ANN (n_s=151),151,0,151,131,131,17.471443981693263,17.57946171176351,99.38554586117976
4.56,0.019,ANN (n_s=151),151,0,151,132,132,20.19156696303702,15.257611947355771,132.33766222856605
4.56,0.019,ANN (n_s=151),151,0,151,133,133,14.1023469370178,16.75457928903099,84.17010474414256
4.56,0.019,ANN (n_s=151),151,0,151,134,134,25.163899639813764,16.78426546334784,149.9255340948027
4.56,0.019,ANN (n_s=151),151,0,151,135,135,13.96819412365054,17.11457030572802,81.61580381001778
4.56,0.019,ANN (n_s=151),151,0,151,136,136,14.721726631074592,17.035204645083283,86.41942928066668
4.56,0.019,ANN (n_s=151),151,0,151,137,137,19.826136083811434,17.9197516359933,110.638453515109
4.56,0.019,ANN (n_s=151),151,0,151,138,138,18.43405880940875,16.235626633855883,113.54079041808286
4.56,0.019,ANN (n_s=151),151,0,151,139,139,16.70852874250615,17.22903728809098,96.97888781084355
4.56,0.019,ANN (n_s=151),151,0,151,140,140,13.683082685910554,15.824668453549034,86.46678902673514
4.56,0.019,ANN (n_s=151),151,0,151,141,141,15.75162155016277,16.948029538207624,92.9407251424263
4.56,0.019,ANN (n_s=151),151,0,151,142,142,17.358645384198443,15.42511828795791,112.53492556844768
4.56,0.019,ANN (n_s=151),151,0,151,143,143,14.481196977058433,15.901846545412461,91.06613458822571
4.56,0.019,ANN (n_s=151),151,0,151,144,144,13.957672963576647,17.613641478811267,79.24353961880823
4.56,0.019,ANN (n_s=151),151,0,151,145,145,15.74241916175945,16.328543305556316,96.41043213207257
4.56,0.019,ANN (n_s=151),151,0,151,146,146,22.517006823688817,18.108926955065954,124.3420268885104
4.56,0.019,ANN (n_s=151),151,0,151,147,147,15.095005444107603,17.38036016948162,86.85093575110776
4.56,0.019,ANN (n_s=151),151,0,151,148,148,24.53831471351127,23.710264835378347,103.49236874358897
4.56,0.019,ANN (n_s=151),151,0,151,149,149,15.686436619691552,14.51822323832296,108.04653132957014
4.56,0.019,ANN (n_s=151),151,0,151,150,150,15.037142954633655,16.575135688990034,90.7210851047332
4.56,0.019,ANN (n_s=151),151,0,151,151,151,17.343865219436346,20.232553259908276,85.72257290830417
4.875,0.0225,ANN (n_s=131),151,20,131,21,1,5.730356419834857,296.2115263539851,1.9345487633006024
4.875,0.0225,ANN (n_s=131),151,20,131,22,2,5.584765076923795,280.92691073389426,1.9879779627854588
4.875,0.0225,ANN (n_s=131),151,20,131,23,3,5.971258434398355,261.2336485120674,2.285792227919107
4.875,0.0225,ANN (n_s=131),151,20,131,24,4,5.675047407416337,248.4413629559965,2.2842602938148797
4.875,0.0225,ANN (n_s=131),151,20,131,25,5,5.652269868861349,232.74443769607404,2.4285305912411466
4.875,0.0225,ANN (n_s=131),151,20,131,26,6,5.46064509701558,221.2122928206632,2.4685088822991066
4.875,0.0225,ANN (n_s=131),151,20,131,27,7,4.864860709062707,208.44153058927608,2.333921025867287
4.875,0.0225,ANN (n_s=131),151,20,131,28,8,5.0889453979286365,195.74013481212296,2.599847702574208
4.875,0.0225,ANN (n_s=131),151,20,131,29,9,5.047373118443794,180.76913376419415,2.792165351097983
4.875,0.0225,ANN (n_s=131),151,20,131,30,10,4.792234268523816,157.27692411326953,3.047004063401246
4.875,0.0225,ANN (n_s=131),151,20,131,31,11,5.108420838870218,151.44241407185515,3.3731771050918513
4.875,0.0225,ANN (n_s=131),151,20,131,32,12,5.32542979938912,164.99003416318777,3.2277281633397705
4.875,0.0225,ANN (n_s=131),151,20,131,33,13,5.156850633573635,154.355441125711,3.3408933277407202
4.875,0.0225,ANN (n_s=131),151,20,131,34,14,4.570486990664395,134.25995187496142,3.4042072314467737
