mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,GPR ns151,151,0,151,10,10,766.904891715664,766.3098839623528,100.07764584090114
4.56,0.019,GPR ns151,151,0,151,11,11,652.7076686110038,651.6938510107866,100.15556654380653
4.56,0.019,GPR ns151,151,0,151,12,12,589.8553070882281,589.107343234116,100.12696563074665
4.56,0.019,GPR ns151,151,0,151,13,13,518.4624253680065,517.4791495039825,100.19001265364344
4.56,0.019,GPR ns151,151,0,151,14,14,469.76808066859707,469.151731222723,100.13137528966752
4.56,0.019,GPR ns151,151,0,151,15,15,430.35366878960605,429.2145841940655,100.26538813858792
4.56,0.019,GPR ns151,151,0,151,16,16,391.1397678236182,390.7320219814855,100.1043543449715
4.56,0.019,GPR ns151,151,0,151,17,17,372.6838986383781,371.30642379595724,100.37098061173803
4.56,0.019,GPR ns151,151,0,151,18,18,337.41899615739356,337.1564944176357,100.07785753621957
4.56,0.019,GPR ns151,151,0,151,19,19,327.33671164324886,325.7340343414989,100.492020216736
4.56,0.019,GPR ns151,151,0,151,20,20,295.4243989137171,295.249986416062,100.05907282156801
4.56,0.019,GPR ns151,151,0,151,21,21,286.78758323240186,285.15477504054377,100.57260419069817
4.56,0.019,GPR ns151,151,0,151,22,22,261.1766174965172,261.07002235009236,100.04083009817263
4.56,0.019,GPR ns151,151,0,151,23,23,250.03955327418674,248.7434360698395,100.5210658921602
4.56,0.019,GPR ns151,151,0,151,24,24,232.09970230008605,232.03534030870765,100.02773801236174
4.56,0.019,GPR ns151,151,0,151,25,25,217.9531765976668,217.23156713702488,100.33218443808711
4.56,0.019,GPR ns151,151,0,151,26,26,206.61856765962162,206.57590628041444,100.02065167229583
4.56,0.019,GPR ns151,151,0,151,27,27,192.11673954429295,191.8455867395503,100.14133908908249
4.56,0.019,GPR ns151,151,0,151,28,28,183.54448567647998,183.51579708141912,100.0156327659619
4.56,0.019,GPR ns151,151,0,151,29,29,167.92846769250718,167.8838396102995,100.02658271475758
