point,mu1,mu2,n_primary,n_tot,requested_secondary_error_percent,actual_secondary_error_percent,ann_secondary_error_percent,state_error_percent_vs_hdm,state_error_percent_vs_linear_prom,primary_q_error_percent_vs_linear_prom,total_q_error_percent_vs_linear_prom,n_time_used,online_solve_elapsed_s,num_iterations,jac_time_s,res_time_s,ls_time_s
extrapolation20pct,4.0,0.033,10,151,5.0,5.000000000000003,19.965853175231473,0.9506122412122668,0.4677746243404534,0.632533135093456,1.1243703535416196,501,144.3924160003662,1500,52.42740774154663,5.598332405090332,52.309672355651855
extrapolation20pct,4.0,0.033,10,151,75.0,75.00000000000003,19.965853175231473,6.109669940700442,6.127653271719996,4.831396290565886,14.836087362861852,501,148.68484711647034,1494,53.960379123687744,5.639424562454224,54.092172622680664
offgrid1,4.56,0.019,10,151,0.0,0.0,14.87522957424728,0.45960031292002057,0.0003267235076911459,0.0007707388292216669,0.0007524878262550034,501,69.41694688796997,1500,27.340628385543823,3.606945276260376,26.625641345977783
offgrid1,4.56,0.019,10,151,100.0,99.99999999999999,14.87522957424728,12.623428766698758,12.65293595527996,21.14161985277144,29.900512575548948,501,142.4337465763092,1460,49.841991901397705,5.355281352996826,49.919156551361084
offgrid1,4.56,0.019,10,151,10.0,9.999999999999998,14.87522957424728,1.003478912528093,0.9335237431845929,0.6432392469780777,2.252619728488434,501,69.8809015750885,1500,27.409911155700684,3.595654010772705,27.132328033447266
offgrid1,4.56,0.019,10,151,14.875229574247,14.875229574246998,14.87522957424728,1.4273632788319297,1.3931137250293468,0.9922352574576947,3.360623525874831,501,70.04649066925049,1500,27.379104614257812,3.5839006900787354,27.162092924118042
offgrid1,4.56,0.019,10,151,15.0,15.0,14.87522957424728,1.4385646140355537,1.4049490377302023,1.0017266252368973,3.389140847937334,501,70.39986681938171,1500,27.584083557128906,3.621385097503662,27.130773782730103
offgrid1,4.56,0.019,10,151,1.0,0.9999999999999997,14.87522957424728,0.46105709866169525,0.09318766940644034,0.06299689131484713,0.22490421195137741,501,69.38395643234253,1500,27.451465606689453,3.634934902191162,26.817527532577515
offgrid1,4.56,0.019,10,151,20.0,19.999999999999996,14.87522957424728,1.8976316285576802,1.883296710742314,1.4117526926270862,4.540857008000622,501,70.712242603302,1500,27.724797248840332,3.6723124980926514,26.958712816238403
offgrid1,4.56,0.019,10,151,30.0,30.0,14.87522957424728,2.868057209344523,2.873830393615072,2.4559507963569662,6.918709259651629,501,70.48219728469849,1499,27.218668937683105,3.5539309978485107,26.94470500946045
offgrid1,4.56,0.019,10,151,3.0,2.9999999999999996,14.87522957424728,0.5169442703785397,0.27959707312902593,0.18926138500442075,0.6747849627227108,501,69.50221538543701,1500,27.16330051422119,3.5882647037506104,27.19490909576416
offgrid1,4.56,0.019,10,151,50.0,49.999999999999986,14.87522957424728,5.062057116282881,5.084273869582548,5.737597841069652,12.18100824487755,501,74.31063437461853,1493,28.39279341697693,3.5817019939422607,28.585636615753174
offgrid1,4.56,0.019,10,151,5.0,4.999999999999999,14.87522957424728,0.6254919185254151,0.46606734099593355,0.3160116751262024,1.1247957374576585,501,69.20705533027649,1500,27.08180069923401,3.5487289428710938,26.923895597457886
