basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,432,21.6,0.009701117949282809,0.01133490210841431,0.009815759003661589,10,1.0074755819039476,0.9958010324151557,1.0032452245930108,0.9999995598835332,0.009701117949282809,0.003171453756070326,0.0029175830968476537,0.002487083342103724,0.002086994436177802,0.001817685454093887,0.001126988330632552,0.0007110924545704157,0.0003855199020029215,0.00016856980492859557
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,433,21.650000000000002,0.029891517170983022,0.03315484651014703,0.029891517170983012,10,1.0136004412873896,0.9956747230917067,1.0092163387044533,0.9999965408271504,0.029891517170983022,0.01035811035696058,0.007536999362811792,0.005066072652889601,0.003070784414307029,0.0017525347529401872,0.0013274527339738533,0.0009582421991850265,0.0006658971082774997,0.0005952090644642683
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,433,21.650000000000002,0.00963462602284873,0.011286329137950489,0.009748501271733878,10,1.0074711892632764,0.9958176017634376,1.0032575435379143,0.9999995636929648,0.00963462602284873,0.0031694343263629667,0.0029410313736142647,0.0024948239875899475,0.0020995999832725022,0.0018117229894416926,0.0011251433780727282,0.0007098233403145989,0.0003836447303567188,0.0001686423321547416
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,434,21.700000000000003,0.029893472849996276,0.033132815570446866,0.029893472849996258,10,1.0135985037063941,0.9956920695949204,1.0092319918937342,0.999996545856903,0.029893472849996276,0.010280009345933098,0.0075370760151484036,0.005084351859354463,0.003053691348851427,0.0017442562545332441,0.0013242052196908505,0.0009538436330784562,0.000665590838661366,0.0005943052340376812
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,434,21.700000000000003,0.009571789827872044,0.01124171292580293,0.009685287208833509,10,1.0074688658549398,0.9958316250716961,1.0032693578934633,0.9999995671819542,0.009571789827872044,0.0031704113693102687,0.0029638830162093607,0.0025011848003120923,0.0021132167219839485,0.0018058335490268539,0.001123388544264886,0.0007085045137785586,0.0003817678543272541,0.00016871847729361776
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,435,21.75,0.029895975602835745,0.03311071193772259,0.029895975602835724,10,1.0135972050157702,0.9957081557108358,1.0092470036399106,0.9999965508975739,0.029895975602835745,0.010200240721533239,0.007536091795535862,0.005102489568139663,0.00303653424755905,0.0017363565369935181,0.0013209751215929005,0.000949525280491775,0.0006652965605162272,0.0005934899769996398
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,435,21.75,0.009507005823583353,0.011196338796730652,0.00961974681015776,10,1.0074684699853964,0.9958431683661744,1.0032805931792792,0.9999995707150369,0.009507005823583353,0.0031755032713518343,0.002984825010843363,0.0025066181243009523,0.0021278455088106366,0.0017999898554725937,0.0011217012210219162,0.0007071478785970338,0.0003798590683351879,0.0001686780255967607
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,436,21.8,0.029898980046867484,0.03308920099966794,0.029898980046867477,10,1.0135963611298966,0.9957230613307202,1.0092612716579388,0.9999965558108147,0.029898980046867484,0.010120312018070995,0.007535279894357794,0.0051201488861644315,0.003019372690643917,0.0017288081712610343,0.0013177589423170337,0.0009453008018928009,0.0006650169609649273,0.0005928009573353001
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,436,21.8,0.009438104863881486,0.01114840125997271,0.009549304865910841,10,1.0074698505810493,0.9958523084627865,1.0032911764077965,0.9999995744291367,0.009438104863881486,0.0031858914383208147,0.0030025898835065452,0.0025113153180638882,0.0021433702315806625,0.0017941818762796124,0.0011200430523932946,0.0007057629019597428,0.0003778676338960112,0.00016842245442338173
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,437,21.85,0.029902417501726515,0.0330692987784234,0.029902417501726494,10,1.0135957810350091,0.9957368831959391,1.0092747038283536,0.9999965603867291,0.029902417501726515,0.010042822170098293,0.007536223720972752,0.0051367987115247555,0.003002327066365173,0.0017215749265332594,0.0013145553629794824,0.0009411735496694384,0.0006647546288465322,0.0005922439725124244
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,437,21.85,0.00936884702003701,0.011100899020636495,0.009477990475905909,10,1.0074728381876485,0.9958591407120067,1.0033010349282383,0.9999995780943705,0.00936884702003701,0.003202049354665093,0.0030161715137217585,0.002515125146023249,0.0021595795135433467,0.001788389655257036,0.0011183846369537138,0.0007043499967512607,0.0003757570289690511,0.00016790389570223166
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,438,21.900000000000002,0.02990622416922614,0.03305175726649426,0.029906224169226125,10,1.0135952690862065,0.99574973378062,1.009287219353886,0.9999965644707102,0.02990622416922614,0.009969648461684268,0.007540472613838416,0.005151826257608866,0.0029854418830673676,0.0017146188578951432,0.0013113642796506136,0.0009371389111652592,0.000664510324364445,0.0005917957553738959
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,438,21.900000000000002,0.009306876341708369,0.011059772030164589,0.00941420875940928,10,1.0074772404526695,0.9958637835760255,1.0033100965439286,0.9999995812625276,0.009306876341708369,0.0032229247831456697,0.003025299579010819,0.00251773826361114,0.0021761778288753343,0.0017825753885873656,0.0011167231570073978,0.0007028970110034136,0.0003735303343902402,0.00016714594718703158
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,439,21.950000000000003,0.029910365325225504,0.033036665419384735,0.029910365325225497,10,1.0135946307066444,0.9957617367960595,1.0092987498796087,0.9999965680452552,0.029910365325225504,0.009900792709995587,0.007549055959382255,0.005164725410451242,0.0029686363611309188,0.001707907423661757,0.0013081849239350274,0.0009331877214143402,0.0006642817357080259,0.000591413948888151
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,439,21.950000000000003,0.009258390849157284,0.011029522405276732,0.009364867818878334,10,1.0074828420768571,0.9958663800958123,1.0033182909477207,0.9999995835999513,0.009258390849157284,0.0032461148923096446,0.003030544575674366,0.0025189674095110783,0.002192816340264064,0.0017766998246499606,0.0011150828285461528,0.0007013823840223568,0.00037123151787511483,0.00016624882345405814
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,440,22.0,0.02991484779593369,0.033023495377917246,0.02991484779593367,10,1.013593672082787,0.9957730285204248,1.0093092405390152,0.9999965712199349,0.02991484779593369,0.009834606158995585,0.007562141953495742,0.0051752218754287085,0.002951765296007618,0.001701415934723601,0.0013050146088870592,0.0009293097941056742,0.0006640637294575038,0.0005910521372061209
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,440,22.0,0.009223255462245623,0.011009449582606776,0.009329974681680259,10,1.0074894011964985,0.9958671040007955,1.0033255522810525,0.9999995851661814,0.009223255462245623,0.003269158767502663,0.0030328625140562918,0.002518914713265306,0.002209152101379728,0.0017707526922977144,0.001113499005290789,0.0006997853874305391,0.00036892508272949256,0.00016537816325936077
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,441,22.05,0.029919718243892297,0.03301151857962477,0.029919718243892286,10,1.0135921993925479,0.9957837592417462,1.0093186506492209,0.9999965741454359,0.029919718243892297,0.009769156363674343,0.007579014608097694,0.005183231867524312,0.0029347324130028123,0.001695124444636004,0.0013018492519013202,0.0009254964640169623,0.0006638498507807574,0.0005906733751540325
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,441,22.05,0.00919427777554959,0.010993364929408238,0.00930179654437909,10,1.0074966496274922,0.9958661627675782,1.003331822465722,0.9999995864302035,0.00919427777554959,0.0032907764612200917,0.0030331440465013056,0.0025179313586489215,0.0022249212449078517,0.0017647777230773063,0.001111998087855886,0.0006980974760465873,0.00036666703481799776,0.00016473706313853268
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,442,22.1,0.02992504823716347,0.03300027517119666,0.02992504823716345,10,1.0135900242470195,0.9957940882587647,1.00932695406324,0.9999965769169349,0.02992504823716347,0.009703749835952723,0.007598322632553338,0.0051886830369986285,0.002917563992373774,0.0016890124047900673,0.0012986857159380705,0.0009217419090069344,0.0006636340753396728,0.0005902580265374424
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,442,22.1,0.009161484902891133,0.010973222242841505,0.009269500628375614,10,1.0075043036894853,0.9958637903136356,1.003337054629511,0.9999995879963384,0.009161484902891133,0.003311142183261394,0.0030320582671634053,0.002516423116723064,0.0022399864591169144,0.0017588751740712136,0.0011105875823020043,0.0006963279857584538,0.00036448529058536513,0.00016452168703878575
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,443,22.150000000000002,0.029930908117154504,0.03298976512542351,0.0299309081171545,10,1.0135869667598771,0.9958041810745253,1.0093341393821316,0.9999965795348872,0.029930908117154504,0.009639544250145623,0.00761842749059219,0.005191338459811581,0.0029003869193742556,0.0016830559442738316,0.0012955249904349484,0.0009180437505599171,0.0006634120517266274,0.0005898051000338853
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,443,22.150000000000002,0.009118577568590283,0.010944283750192298,0.009226169052853849,10,1.0075120745320505,0.9958602394182223,1.0033412157602377,0.9999995902167246,0.009118577568590283,0.003331258863025379,0.003030073201546143,0.00251463245424623,0.002254320112590328,0.0017531773614004335,0.0011092608469003757,0.0006945020437860354,0.0003623807661929465,0.00016486893464722974
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,444,22.200000000000003,0.029937334590355205,0.0329802692149339,0.02993733459035519,10,1.013582853392646,0.9958142113103311,1.0093402097488728,0.9999965819419125,0.029937334590355205,0.009578888530520616,0.00763773193893113,0.005190751861188186,0.0028833340352591623,0.0016772300470299583,0.0012923744675613974,0.000914403089589705,0.0006631814520692069,0.0005893262055372385
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,444,22.200000000000003,0.009067258812193781,0.010908391116583463,0.009173501860867938,10,1.007519673576681,0.9958557778190094,1.00334428819766,0.9999995929486578,0.009067258812193781,0.0033520198233731764,0.0030275157641431252,0.0025125212416838077,0.0022679373509620977,0.0017478068529494107,0.0011080102123373476,0.0006926519352901258,0.0003603424703287244,0.00016581358081749588
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,445,22.25,0.029944301712512673,0.03297199689181047,0.02994430171251266,10,1.0135775202571886,0.9958243565978441,1.009345181972153,0.99999658409512,0.029944301712512673,0.009523963562325285,0.007654969398996609,0.005186371741498864,0.0028664518719461584,0.0016715133635599908,0.0012892479498998518,0.0009108240900430511,0.0006629414404420509,0.0005888363906510197
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,445,22.25,0.009016627003337153,0.010873179059036583,0.009121181108085701,10,1.0075268233219465,0.9958506779174493,1.0033462700251747,0.9999995956203366,0.009016627003337153,0.0033735036335024956,0.0030246195278700013,0.0025098171019497487,0.002280843712163587,0.0017428351309135947,0.0011068383158953162,0.000690805645403434,0.00035836134973029954,0.0001672713561787513
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,446,22.3,0.02995170438655442,0.03296483795622988,0.02995170438655441,10,1.0135708183146734,0.9958347924141111,1.0093490854533935,0.9999965860170102,0.02995170438655442,0.009475665816743792,0.007669447977852667,0.005177712406692448,0.0028496710721029723,0.0016658912923725709,0.001286163144242402,0.0009073128407379138,0.0006626919149129825,0.000588347926900811
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,446,22.3,0.008977840227197926,0.010847576231101419,0.009081141833470975,10,1.0075332680661027,0.9958452055020346,1.0033471743874245,0.9999995975714616,0.008977840227197926,0.00339483175311418,0.0030215525212776524,0.0025061952449309177,0.0022930461173212655,0.0017382575328446688,0.001105759438854391,0.0006889779338314941,0.00035643430691446,0.00016905140116520775
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,447,22.35,0.02995936086529631,0.032958373393080484,0.029959360865296297,10,1.0135626105649402,0.9958456937042995,1.0093519610307837,0.9999965877931808,0.02995936086529631,0.009433384953699333,0.007681197430556533,0.005164482198957912,0.0028328489828350076,0.0016603550208827249,0.0012831373847943858,0.0009038754991137981,0.0006624332602810239,0.0005878679954240074
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,447,22.35,0.008957218823056043,0.010836316347805608,0.009060168632175089,10,1.007538774110239,0.9958396180648674,1.0033470279954853,0.9999995984572867,0.008957218823056043,0.0034146567519453778,0.0030184298896551052,0.0025014828732990097,0.0023046367751508863,0.0017339950358382444,0.001104789478148186,0.0006871681084965321,0.0003545583225761399,0.00017089702651782032
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,448,22.400000000000002,0.029967039985075054,0.03295212323652475,0.02996703998507504,10,1.013552770964292,0.9958572342754989,1.009353859284768,0.9999965895214755,0.029967039985075054,0.009395715557661772,0.007690962876085511,0.005146606724710499,0.002815849661455498,0.0016548975633325085,0.0012801833571898526,0.0009005168779650986,0.0006621665661166828,0.000587400076206616
