label,coeff_index_1based,linear_coeff_l2,energy_share_percent,case1_rel_percent,dd_case2_rel_percent,case3_rel_percent,pod_ae_rel_percent,pod_dl_rel_percent,case1_abs_l2,dd_case2_abs_l2,case3_abs_l2,pod_ae_abs_l2,pod_dl_abs_l2
extrapolation20pct,1,5631.6538088381985,49.088913360031334,0.0,1.5887639433314267,0.0,3.1006409857617716,2.810712134571657,0.0,89.47368512807225,0.0,174.6173661730511,158.28957698208217
extrapolation20pct,2,2385.4519576288467,8.807504377993508,0.0,9.768824884488508,0.0,11.081197290647257,11.828353127229365,0.0,233.03062444436503,0.0,264.3366376984597,282.1596812287458
extrapolation20pct,3,2015.373691683584,6.286699314393898,0.0,6.5976710995256465,0.0,9.672899295401153,4.792841316516741,0.0,132.96772760365093,0.0,194.94506762256162,96.59366297721954
extrapolation20pct,4,2440.402964335015,9.21795548732291,0.0,10.77087442229657,0.0,15.627927715452891,13.499491629264007,0.0,262.8527386865274,0.0,381.38441123204575,329.44199389071605
extrapolation20pct,5,2388.922706051526,8.83315223895354,0.0,8.623399292183898,0.0,13.896315021100516,12.579984554747934,0.0,206.0063437244677,0.0,331.97222484351914,300.52610744614833
extrapolation20pct,6,2412.944467882488,9.01168853410503,0.0,9.90128541692867,0.0,13.372072609930227,13.750646122513945,0.0,238.9125187170359,0.0,322.66068628254084,331.79545491129807
extrapolation20pct,7,1159.5926344601858,2.0812412029546055,0.0,6.58486838275187,0.0,7.331179871932923,6.630083899997026,0.0,76.35764875528824,0.0,85.01182181396184,76.88196456289614
extrapolation20pct,8,1037.3921830173056,1.6657025908377663,0.0,6.990061065016498,0.0,10.513658466120843,10.733223569430828,0.0,72.51434707661737,0.0,109.06787107667479,111.34562229504644
extrapolation20pct,9,704.8093085406668,0.7688733028531396,0.0,5.281693568838143,0.0,8.633474705672203,3.1934326160542015,0.0,37.22586792176498,0.0,60.84953337608163,22.507610339923744
extrapolation20pct,10,684.6935208360254,0.7256111628988349,0.0,11.729936636827373,0.0,10.52186685582666,11.81221065514743,0.0,80.3141161505282,0.0,72.04254063283837,80.87744102329708
extrapolation20pct,11,508.1461237025666,0.3996582228723044,4.224914633131058,7.776205598188742,2.0770230734088213,5.989663058683686,4.491890154063192,21.468739937997984,39.51448731833808,10.55431223593484,30.43624065554574,22.82536569884936
extrapolation20pct,12,502.526903867,0.3908680337836105,3.665768256701792,8.00878374162217,3.61790502640665,10.010689693097323,12.01776394601883,18.421471723342815,40.24629297417756,18.180946114049906,50.30640897045486,60.392497071973025
extrapolation20pct,13,385.69664673027603,0.23025191193314995,5.891367315446197,8.827573309225759,5.608706748685023,7.426538250950778,5.9004160780279316,22.722806182239466,34.04765424134061,21.632593854612825,28.643909002058447,22.757706956087798
extrapolation20pct,14,387.19738748965557,0.2320472124335577,6.388610085530275,8.678835984353288,4.0693898191639155,11.251259756804275,11.206215915579548,24.73653134807388,33.604226195928064,15.756571066572699,43.56458383802113,43.390175261573994
extrapolation20pct,15,307.5333894894793,0.14638482862673902,5.808454741685083,11.612575332866236,3.3786312735118624,8.792739010703055,7.880605370730731,17.862937744066517,35.71254652818272,10.390419273782591,27.040608308578815,24.23549280889816
extrapolation20pct,16,308.5313543020167,0.14733642571227284,8.195487829293382,14.14070425088658,7.009889925978822,12.415438393308339,8.46680800352612,25.285649591375822,43.62850633310321,21.627708323703096,38.305520217406766,26.122757399430686
extrapolation20pct,17,262.6969965104022,0.10681241481832904,7.436437492599474,10.471138895460491,4.348276218049086,8.799041347358951,10.825166276792805,19.53529794043228,27.507367378807213,11.422791024791053,23.11481734122039,28.43738667639163
extrapolation20pct,18,261.94298899015115,0.10620013691878534,7.489319232257517,10.590007915302213,8.870585865930243,11.167512132401619,10.31423997076528,19.61774665198958,27.739783267636213,23.23587775815556,29.252515075450564,27.017428471039466
extrapolation20pct,19,225.53712257100213,0.07873133029507183,6.955102165395795,13.155155911289821,6.588325639962215,9.55424005633889,11.38467847101849,15.686337295707137,29.669760112052156,14.85912007397834,21.548358106592822,25.676676237495464
extrapolation20pct,20,228.6468183968226,0.08091738589712465,7.249890941406328,12.52425402222685,5.572649202243643,9.487526579587135,10.410261587340717,16.576644974765017,28.636308349757776,12.741685101346006,21.69292766877887,23.80273190624111
extrapolation20pct,21,193.64842141422287,0.058041608704732114,8.091615639811584,18.67583687633863,6.661533689467394,12.169209369746893,6.773905112790893,15.669285953401502,36.16546329692506,12.899954831630248,23.565481843106557,13.117560319016897
extrapolation20pct,22,202.30373050756418,0.06334601532344854,6.122651596441693,18.196307482612262,4.610880552143733,9.219710120331397,9.53017474948489,12.386352585582479,36.811808851951646,9.327983366234546,18.65181751541385,19.279899042097842
extrapolation20pct,23,178.2107390207512,0.04915630851352417,9.134034686017564,15.576815390139245,11.382623111773995,10.961267285681267,6.664549158107775,16.277830716363653,27.759557822665254,20.28505676743926,19.53415543585242,11.876942307065118
extrapolation20pct,24,187.1676912915568,0.054221719460615186,7.589129433049317,14.492429343739063,7.983710322673063,10.842135136144226,9.089055535342736,14.20439834896642,27.125145414736522,14.94292629035287,20.292974021031835,17.011775405708445
extrapolation20pct,25,158.94331823956432,0.03910173876324586,9.541453294157323,18.817814272681737,9.863349621177868,11.606610738870994,8.869209343290631,15.165502474011866,29.90965842515869,15.6771351774696,18.447932243511172,14.097015631839598
extrapolation20pct,26,175.46387505907626,0.04765263843166778,7.433592003689439,16.86048042692419,7.319591366697794,10.726744254201952,6.473540601445357,13.04326858575512,29.58405231065827,12.843238650497549,18.821561136099554,11.358725192818655
extrapolation20pct,27,153.4461037566679,0.03644376603581337,9.22509444220276,17.989656706301368,6.996146109465834,11.094149926689564,9.977518333276382,14.15554798943305,27.604427295019565,10.735313618099028,17.02354080742836,15.310113134019838
extrapolation20pct,28,174.29134150069459,0.04701789092906433,12.555362127706474,17.246810179044584,9.900682791948105,12.194165401212983,7.80468142589929,21.88290908264976,30.059696827135152,17.256032855814773,21.25337446258766,13.60288395705541
extrapolation20pct,29,164.7042787884385,0.041987622342095035,8.37403205861762,17.755893212415817,9.139890970193592,10.209365535461242,13.16276758365075,13.792389107658781,29.244715857954777,15.053791504506972,16.81526187405684,21.67964141725034
extrapolation20pct,30,248.72498163243148,0.09575254675789785,13.586192339198629,18.604081772309346,11.508513593378302,14.362389869753244,8.736238785076617,33.7922544002186,46.27299897105895,28.62454832129606,35.72285156552196,21.72920831354717
extrapolation20pct,31,219.94074785872044,0.07487259987036009,10.892715411415448,15.0802177046119,7.7263782376474515,10.065033091426688,9.098486158732515,23.957519737989234,33.16754359824658,16.993454078275228,22.137109053511548,20.01127850133846
extrapolation20pct,32,148.5523006274823,0.03415625782509766,12.137525500668248,23.004826241206,10.544173614555426,14.041421909853923,9.24000424650642,18.030573370490025,34.174198636666276,15.663612486578046,20.858855287899367,13.726238886262347
extrapolation20pct,33,154.2587634621372,0.03683080493093826,11.19718333726479,17.299083817569272,8.907808686761449,11.527078512881406,10.496087711534749,17.272636558653133,26.685352787261042,13.741075531771054,17.78152877728057,16.19113511571484
extrapolation20pct,34,178.84971615163303,0.04950944174461962,9.421385616568129,14.109058474411873,10.586359666472859,12.273795349186981,9.131043375997566,16.85012143278288,25.23401103315356,18.933674214277673,21.95164814305325,16.330845159654135
extrapolation20pct,35,201.38055623913257,0.06276919964714069,10.231418552003442,14.062332141824035,10.155162331184409,11.115921734290461,8.855120168572585,20.604087591178335,28.318802687399565,20.450522389526025,22.385305019620763,17.832490251115086
extrapolation20pct,36,158.14304371216687,0.03870897801773004,8.896477577627955,14.99342094427739,8.736094015031219,13.077104651102964,18.49961351632108,14.069160424431303,23.711052237857775,13.815524976926813,20.68053132467957,29.255851889697578
extrapolation20pct,37,154.42122231748473,0.036908423097410374,9.833568360311524,21.690842570741175,7.203163097072369,12.577619342034202,8.861604280241849,15.185116459418499,33.49526422869985,11.12321250002114,19.422513526409595,13.68419764648801
extrapolation20pct,38,150.4444569995475,0.0350319168384545,11.556548212116681,24.741370097945932,8.86515128915418,12.034657929120035,9.217375440098943,17.386186205609857,37.22201989810317,13.337128719156391,18.105475773217623,13.867030430466507
extrapolation20pct,39,116.20454077627785,0.020900550080161423,13.009690705223477,24.726528817151546,10.982310666121943,13.224258813802525,8.67352656903033,15.117851340419046,28.733349261884964,12.761943676191185,15.367189225645673,10.079031718650143
extrapolation20pct,40,178.3344845822911,0.04922459830279301,10.157770077341615,22.950680043780242,6.531875955798747,15.39244413563914,10.773381729238137,18.114806912481363,40.92897696420624,11.648587319328296,27.450035913909154,19.212654778919553
extrapolation20pct,41,113.9523980523657,0.020098259854990443,10.623357057155305,26.420241826708445,9.576014224220486,12.434365853275194,18.34455999956726,12.105570120293695,30.10649913276842,10.912097846334886,14.169258072411587,20.904066031661937
extrapolation20pct,42,124.29894959156437,0.02391368124588111,11.354148717010775,32.85931893436455,10.936869392943999,14.246756722234814,11.556567010978267,14.113087590308476,40.84378827835716,13.594413773630693,17.708568956603457,14.364691403491234
extrapolation20pct,43,141.21781729540243,0.030866721834090335,13.012774939746432,17.255065476283693,11.461919179148898,12.133948422388956,19.356235178752836,18.37635673947303,24.367226838500365,16.18627208495718,17.1352971138476,27.33445282999959
extrapolation20pct,44,137.3633828511918,0.029204748744110862,15.080046748173757,19.48113889491298,13.255657769086577,17.993585431532704,10.853580262447702,20.714462348832615,26.759951403991753,18.208419930794147,24.71659764497254,14.908845008967424
extrapolation20pct,45,115.25243991532997,0.020559463399759344,13.338289546792346,28.760530394402185,11.621319022905372,14.92700925198404,11.517097564067855,15.372704145649587,33.14721301213859,13.393853724242827,17.203742369298652,13.273735950017238
extrapolation20pct,46,118.45300376752168,0.021717192216482557,11.677247638856702,24.347864748674517,11.82259952129494,16.619559751325795,9.434422527264559,13.832050585597765,28.84077714805851,14.004224256378494,19.68636773838346,11.1753568716646
extrapolation20pct,47,143.6422276671449,0.03193565164895412,11.81899626102445,19.9224790561313,11.689759670871927,14.858161380375376,15.733724080466938,16.977069517232085,28.61709272274739,16.791431200175943,21.342593997150598,22.600271764184722
